State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,2,Urban,80-89,GOA,South Goa,Female,In Speech,10
30,2,Urban,90+,GOA,South Goa,Female,In Speech,1
30,2,Urban,Age Not Stated,GOA,South Goa,Female,In Speech,4
30,1,Rural,0-4,GOA,North Goa,Male,In Hearing,16
30,1,Rural,5-9,GOA,North Goa,Male,In Hearing,41
30,1,Rural,10-19,GOA,North Goa,Male,In Hearing,66
30,1,Rural,20-29,GOA,North Goa,Male,In Hearing,73
30,1,Rural,30-39,GOA,North Goa,Male,In Hearing,90
30,1,Rural,40-49,GOA,North Goa,Male,In Hearing,93
30,1,Rural,50-59,GOA,North Goa,Male,In Hearing,71
30,1,Rural,60-69,GOA,North Goa,Male,In Hearing,94
30,1,Rural,70-79,GOA,North Goa,Male,In Hearing,77
30,1,Rural,80-89,GOA,North Goa,Male,In Hearing,27
30,1,Rural,90+,GOA,North Goa,Male,In Hearing,4
30,1,Rural,Age Not Stated,GOA,North Goa,Male,In Hearing,1
30,1,Urban,0-4,GOA,North Goa,Male,In Hearing,30
30,1,Urban,5-9,GOA,North Goa,Male,In Hearing,41
30,1,Urban,10-19,GOA,North Goa,Male,In Hearing,119
30,1,Urban,20-29,GOA,North Goa,Male,In Hearing,148
30,1,Urban,30-39,GOA,North Goa,Male,In Hearing,125
30,1,Urban,40-49,GOA,North Goa,Male,In Hearing,131
30,1,Urban,50-59,GOA,North Goa,Male,In Hearing,98
30,1,Urban,60-69,GOA,North Goa,Male,In Hearing,109
30,1,Urban,70-79,GOA,North Goa,Male,In Hearing,88
30,1,Urban,80-89,GOA,North Goa,Male,In Hearing,59
30,1,Urban,90+,GOA,North Goa,Male,In Hearing,8
30,1,Urban,Age Not Stated,GOA,North Goa,Male,In Hearing,2
30,2,Rural,0-4,GOA,South Goa,Male,In Hearing,11
30,2,Rural,5-9,GOA,South Goa,Male,In Hearing,15
30,2,Rural,10-19,GOA,South Goa,Male,In Hearing,41
30,2,Rural,20-29,GOA,South Goa,Male,In Hearing,46
30,2,Rural,30-39,GOA,South Goa,Male,In Hearing,58
30,2,Rural,40-49,GOA,South Goa,Male,In Hearing,49
30,2,Rural,50-59,GOA,South Goa,Male,In Hearing,62
30,2,Rural,60-69,GOA,South Goa,Male,In Hearing,57
30,2,Rural,70-79,GOA,South Goa,Male,In Hearing,58
30,2,Rural,80-89,GOA,South Goa,Male,In Hearing,18
30,2,Rural,90+,GOA,South Goa,Male,In Hearing,4
30,2,Rural,Age Not Stated,GOA,South Goa,Male,In Hearing,0
30,2,Urban,0-4,GOA,South Goa,Male,In Hearing,23
30,2,Urban,5-9,GOA,South Goa,Male,In Hearing,23
30,2,Urban,10-19,GOA,South Goa,Male,In Hearing,61
30,2,Urban,20-29,GOA,South Goa,Male,In Hearing,100
30,2,Urban,30-39,GOA,South Goa,Male,In Hearing,81
30,2,Urban,40-49,GOA,South Goa,Male,In Hearing,90
30,2,Urban,50-59,GOA,South Goa,Male,In Hearing,81
30,2,Urban,60-69,GOA,South Goa,Male,In Hearing,76
30,2,Urban,70-79,GOA,South Goa,Male,In Hearing,36
30,2,Urban,80-89,GOA,South Goa,Male,In Hearing,13
30,2,Urban,90+,GOA,South Goa,Male,In Hearing,5
30,2,Urban,Age Not Stated,GOA,South Goa,Male,In Hearing,2
30,1,Rural,0-4,GOA,North Goa,Female,In Hearing,29
30,1,Rural,5-9,GOA,North Goa,Female,In Hearing,30
30,1,Rural,10-19,GOA,North Goa,Female,In Hearing,58
30,1,Rural,20-29,GOA,North Goa,Female,In Hearing,59
30,1,Rural,30-39,GOA,North Goa,Female,In Hearing,78
30,1,Rural,40-49,GOA,North Goa,Female,In Hearing,69
30,1,Rural,50-59,GOA,North Goa,Female,In Hearing,89
30,1,Rural,60-69,GOA,North Goa,Female,In Hearing,121
30,1,Rural,70-79,GOA,North Goa,Female,In Hearing,106
30,1,Rural,80-89,GOA,North Goa,Female,In Hearing,47
30,1,Rural,90+,GOA,North Goa,Female,In Hearing,9
30,1,Rural,Age Not Stated,GOA,North Goa,Female,In Hearing,4
30,1,Urban,0-4,GOA,North Goa,Female,In Hearing,33
30,1,Urban,5-9,GOA,North Goa,Female,In Hearing,46
30,1,Urban,10-19,GOA,North Goa,Female,In Hearing,112
30,1,Urban,20-29,GOA,North Goa,Female,In Hearing,116
30,1,Urban,30-39,GOA,North Goa,Female,In Hearing,105
30,1,Urban,40-49,GOA,North Goa,Female,In Hearing,123
30,1,Urban,50-59,GOA,North Goa,Female,In Hearing,89
