Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,22,11,District-Raipur,Rural,5-9,867,354,328,237,208,379,312,270,219
C4920,22,11,District-Raipur,Rural,10-19,1911,941,787,491,403,1388,981,817,731
C4920,22,11,District-Raipur,Rural,20-29,1354,709,601,299,273,2244,1498,534,583
C4920,22,11,District-Raipur,Rural,30-39,1258,727,577,225,205,1592,958,477,493
C4920,22,11,District-Raipur,Rural,40-49,1185,677,597,196,156,1411,836,404,371
C4920,22,11,District-Raipur,Rural,50-59,880,594,538,135,91,1211,821,179,176
C4920,22,11,District-Raipur,Rural,60-69,1284,786,944,75,81,1269,1346,90,148
C4920,22,11,District-Raipur,Rural,70-79,841,533,733,45,46,749,855,53,48
C4920,22,11,District-Raipur,Rural,80-89,210,197,229,14,13,237,306,9,8
C4920,22,11,District-Raipur,Rural,90+,53,55,65,3,6,55,84,1,3
C4920,22,11,District-Raipur,Rural,Age Not Stated,26,12,19,3,3,9,9,5,5
C4920,22,11,District-Raipur,Urban,0-4,389,199,164,21,20,66,54,52,51
C4920,22,11,District-Raipur,Urban,5-9,460,258,221,118,78,99,91,114,92
C4920,22,11,District-Raipur,Urban,10-19,949,497,474,209,207,418,295,317,274
C4920,22,11,District-Raipur,Urban,20-29,989,568,537,218,191,791,626,337,293
C4920,22,11,District-Raipur,Urban,30-39,817,557,442,157,136,719,406,317,226
C4920,22,11,District-Raipur,Urban,40-49,717,452,353,134,106,656,285,237,174
C4920,22,11,District-Raipur,Urban,50-59,473,312,237,90,50,521,266,117,85
C4920,22,11,District-Raipur,Urban,60-69,359,283,284,67,40,431,363,58,48
C4920,22,11,District-Raipur,Urban,70-79,181,165,200,21,28,274,270,12,20
C4920,22,11,District-Raipur,Urban,80-89,58,59,78,5,8,98,122,4,4
C4920,22,11,District-Raipur,Urban,90+,25,19,26,3,2,17,33,3,2
C4920,22,11,District-Raipur,Urban,Age Not Stated,21,16,15,4,4,12,9,7,3
C4920,22,12,District-Mahasamund,Rural,0-4,61,29,22,12,8,77,64,19,12
C4920,22,12,District-Mahasamund,Rural,5-9,80,42,44,74,65,177,103,95,86
C4920,22,12,District-Mahasamund,Rural,10-19,257,151,132,134,125,472,332,307,229
C4920,22,12,District-Mahasamund,Rural,20-29,142,110,105,81,78,659,455,202,196
C4920,22,12,District-Mahasamund,Rural,30-39,180,135,146,78,51,588,349,193,261
C4920,22,12,District-Mahasamund,Rural,40-49,223,186,169,61,48,530,373,160,179
C4920,22,12,District-Mahasamund,Rural,50-59,311,207,231,29,30,526,459,72,116
C4920,22,12,District-Mahasamund,Rural,60-69,587,376,531,31,41,752,830,56,80
C4920,22,12,District-Mahasamund,Rural,70-79,428,325,410,12,13,505,708,14,18
C4920,22,12,District-Mahasamund,Rural,80-89,131,101,130,4,4,175,248,2,5
C4920,22,12,District-Mahasamund,Rural,90+,26,22,25,0,0,39,60,0,1
C4920,22,12,District-Mahasamund,Rural,Age Not Stated,0,0,1,0,0,1,0,0,0
C4920,22,12,District-Mahasamund,Urban,0-4,8,1,3,1,0,15,5,2,2
C4920,22,12,District-Mahasamund,Urban,5-9,15,3,6,9,6,10,11,6,4
C4920,22,12,District-Mahasamund,Urban,10-19,30,15,14,18,12,54,33,29,18
C4920,22,12,District-Mahasamund,Urban,20-29,34,23,15,12,14,87,62,42,31
C4920,22,12,District-Mahasamund,Urban,30-39,21,18,11,14,8,85,38,31,37
C4920,22,12,District-Mahasamund,Urban,40-49,16,25,12,4,5,79,47,23,16
C4920,22,12,District-Mahasamund,Urban,50-59,30,20,26,9,3,80,34,11,10
C4920,22,12,District-Mahasamund,Urban,60-69,38,35,23,7,1,87,53,3,8
C4920,22,12,District-Mahasamund,Urban,70-79,25,24,37,1,1,40,36,3,2
C4920,22,12,District-Mahasamund,Urban,80-89,6,7,14,1,0,9,24,0,0
