Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,29,11,District-Bellary,Urban,Age Not Stated,2,2,0,1,0,2,0,0,0,1
C4920,29,12,District-Chitradurga,Rural,0-4,84,82,119,104,19,10,88,68,43,24
C4920,29,12,District-Chitradurga,Rural,5-9,145,123,148,126,171,114,217,120,103,81
C4920,29,12,District-Chitradurga,Rural,10-19,511,422,425,375,437,316,579,401,360,299
C4920,29,12,District-Chitradurga,Rural,20-29,310,287,336,342,254,177,818,566,208,246
C4920,29,12,District-Chitradurga,Rural,30-39,277,249,317,276,174,143,728,364,185,179
C4920,29,12,District-Chitradurga,Rural,40-49,291,234,373,231,144,110,630,337,176,139
C4920,29,12,District-Chitradurga,Rural,50-59,249,262,272,206,88,76,526,244,93,88
C4920,29,12,District-Chitradurga,Rural,60-69,312,392,279,242,67,46,451,275,49,49
C4920,29,12,District-Chitradurga,Rural,70-79,292,315,163,156,30,18,235,157,20,21
C4920,29,12,District-Chitradurga,Rural,80-89,103,148,79,85,4,8,57,62,3,3
C4920,29,12,District-Chitradurga,Rural,90+,34,40,15,19,4,0,13,20,0,3
C4920,29,12,District-Chitradurga,Rural,Age Not Stated,4,3,2,4,1,0,2,4,1,2
C4920,29,12,District-Chitradurga,Urban,0-4,21,19,53,41,5,1,20,6,9,10
C4920,29,12,District-Chitradurga,Urban,5-9,40,42,60,33,25,15,33,19,28,21
C4920,29,12,District-Chitradurga,Urban,10-19,127,101,151,120,71,56,101,89,65,55
C4920,29,12,District-Chitradurga,Urban,20-29,97,84,135,111,48,48,187,122,59,56
C4920,29,12,District-Chitradurga,Urban,30-39,58,58,125,111,48,31,160,111,42,28
C4920,29,12,District-Chitradurga,Urban,40-49,59,50,107,78,36,22,144,60,26,33
C4920,29,12,District-Chitradurga,Urban,50-59,57,43,65,62,14,13,120,44,15,13
C4920,29,12,District-Chitradurga,Urban,60-69,51,39,42,46,13,11,84,39,16,12
C4920,29,12,District-Chitradurga,Urban,70-79,24,18,25,18,6,4,32,24,4,2
C4920,29,12,District-Chitradurga,Urban,80-89,9,18,7,7,1,1,5,7,2,4
C4920,29,12,District-Chitradurga,Urban,90+,4,5,1,2,0,0,2,2,0,1
C4920,29,12,District-Chitradurga,Urban,Age Not Stated,2,1,0,2,0,0,0,0,0,0
C4920,29,13,District-Davanagere,Rural,0-4,95,92,113,99,16,19,78,73,35,33
C4920,29,13,District-Davanagere,Rural,5-9,160,147,165,129,134,103,167,137,128,80
C4920,29,13,District-Davanagere,Rural,10-19,449,390,428,371,359,235,518,386,367,299
C4920,29,13,District-Davanagere,Rural,20-29,325,277,391,347,247,173,820,508,291,236
C4920,29,13,District-Davanagere,Rural,30-39,289,273,318,262,138,138,742,319,182,188
C4920,29,13,District-Davanagere,Rural,40-49,284,243,324,259,143,84,617,287,146,137
C4920,29,13,District-Davanagere,Rural,50-59,245,254,247,198,84,55,445,202,71,92
C4920,29,13,District-Davanagere,Rural,60-69,302,342,209,233,58,35,364,173,51,61
C4920,29,13,District-Davanagere,Rural,70-79,213,252,134,135,20,24,168,101,15,22
C4920,29,13,District-Davanagere,Rural,80-89,86,132,57,62,6,10,38,38,6,3
C4920,29,13,District-Davanagere,Rural,90+,28,45,16,20,2,4,11,14,0,2
C4920,29,13,District-Davanagere,Rural,Age Not Stated,3,1,3,4,1,2,7,6,1,2
C4920,29,13,District-Davanagere,Urban,0-4,70,52,49,66,6,7,33,23,23,25
C4920,29,13,District-Davanagere,Urban,5-9,81,61,81,91,77,67,94,64,60,36
