Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,24,8,District-Surendranagar,Rural,80-89,127,111,167,4,7,86,79,8,8
C4920,24,8,District-Surendranagar,Rural,90+,31,23,55,2,2,17,38,2,6
C4920,24,8,District-Surendranagar,Rural,Age Not Stated,5,8,6,2,0,0,4,1,1
C4920,24,8,District-Surendranagar,Urban,0-4,25,24,32,7,4,25,14,13,2
C4920,24,8,District-Surendranagar,Urban,5-9,50,47,34,19,14,53,45,44,22
C4920,24,8,District-Surendranagar,Urban,10-19,113,78,91,60,39,167,113,132,109
C4920,24,8,District-Surendranagar,Urban,20-29,96,108,87,41,32,244,182,143,72
C4920,24,8,District-Surendranagar,Urban,30-39,86,92,85,37,24,332,210,117,91
C4920,24,8,District-Surendranagar,Urban,40-49,101,98,85,25,22,299,136,129,59
C4920,24,8,District-Surendranagar,Urban,50-59,105,85,64,21,14,223,146,69,51
C4920,24,8,District-Surendranagar,Urban,60-69,99,82,76,12,10,216,168,31,26
C4920,24,8,District-Surendranagar,Urban,70-79,64,70,81,7,4,129,107,11,13
C4920,24,8,District-Surendranagar,Urban,80-89,25,31,33,2,0,34,50,6,3
C4920,24,8,District-Surendranagar,Urban,90+,4,10,14,1,2,4,17,0,2
C4920,24,8,District-Surendranagar,Urban,Age Not Stated,5,1,2,1,1,1,0,1,1
C4920,24,9,District-Rajkot,Rural,0-4,60,58,44,11,14,56,30,18,19
C4920,24,9,District-Rajkot,Rural,5-9,111,82,59,81,69,112,81,148,111
C4920,24,9,District-Rajkot,Rural,10-19,222,207,168,186,120,410,276,442,325
C4920,24,9,District-Rajkot,Rural,20-29,203,161,134,133,92,876,623,313,243
C4920,24,9,District-Rajkot,Rural,30-39,196,199,113,113,79,883,578,354,210
C4920,24,9,District-Rajkot,Rural,40-49,222,175,149,90,79,659,314,251,195
C4920,24,9,District-Rajkot,Rural,50-59,191,203,172,75,49,478,239,129,121
C4920,24,9,District-Rajkot,Rural,60-69,286,276,328,42,37,336,251,64,73
C4920,24,9,District-Rajkot,Rural,70-79,193,267,375,19,14,240,218,34,40
C4920,24,9,District-Rajkot,Rural,80-89,116,170,253,5,8,94,120,8,21
C4920,24,9,District-Rajkot,Rural,90+,23,57,130,2,3,17,45,2,7
C4920,24,9,District-Rajkot,Rural,Age Not Stated,7,7,3,3,2,12,7,1,0
C4920,24,9,District-Rajkot,Urban,0-4,107,169,119,12,8,64,44,45,28
C4920,24,9,District-Rajkot,Urban,5-9,165,174,146,98,59,100,59,126,69
C4920,24,9,District-Rajkot,Urban,10-19,391,375,360,225,137,423,255,386,258
C4920,24,9,District-Rajkot,Urban,20-29,399,431,363,185,157,763,590,454,295
C4920,24,9,District-Rajkot,Urban,30-39,355,468,335,151,123,898,628,430,249
C4920,24,9,District-Rajkot,Urban,40-49,387,408,269,127,106,753,412,353,196
C4920,24,9,District-Rajkot,Urban,50-59,397,337,283,83,53,559,331,193,138
C4920,24,9,District-Rajkot,Urban,60-69,330,307,355,59,52,414,294,113,79
C4920,24,9,District-Rajkot,Urban,70-79,236,235,279,22,19,238,243,40,29
C4920,24,9,District-Rajkot,Urban,80-89,86,113,166,12,13,64,115,14,13
C4920,24,9,District-Rajkot,Urban,90+,25,28,61,4,3,15,33,3,8
C4920,24,9,District-Rajkot,Urban,Age Not Stated,17,12,11,6,3,11,12,11,8
C4920,24,10,District-Jamnagar,Rural,0-4,74,53,41,17,8,60,39,27,23
C4920,24,10,District-Jamnagar,Rural,5-9,114,68,57,95,61,118,98,177,112
C4920,24,10,District-Jamnagar,Rural,10-19,277,184,134,192,102,388,259,486,278
C4920,24,10,District-Jamnagar,Rural,20-29,225,137,112,127,73,816,524,346,263
C4920,24,10,District-Jamnagar,Rural,30-39,224,181,144,79,62,809,403,336,209
C4920,24,10,District-Jamnagar,Rural,40-49,221,177,119,75,49,579,301,268,207
C4920,24,10,District-Jamnagar,Rural,50-59,299,190,178,45,34,461,282,140,108
C4920,24,10,District-Jamnagar,Rural,60-69,305,246,287,29,23,353,291,69,91
C4920,24,10,District-Jamnagar,Rural,70-79,265,309,431,23,18,219,238,26,56
C4920,24,10,District-Jamnagar,Rural,80-89,146,158,252,1,12,82,111,14,28
C4920,24,10,District-Jamnagar,Rural,90+,37,51,118,2,2,21,48,5,8
C4920,24,10,District-Jamnagar,Rural,Age Not Stated,7,4,6,3,2,7,2,4,5
C4920,24,10,District-Jamnagar,Urban,0-4,52,131,104,8,13,42,24,26,15
C4920,24,10,District-Jamnagar,Urban,5-9,108,154,119,56,44,51,42,77,55
C4920,24,10,District-Jamnagar,Urban,10-19,256,379,308,149,94,217,152,254,191
C4920,24,10,District-Jamnagar,Urban,20-29,209,374,381,120,99,444,315,283,180
C4920,24,10,District-Jamnagar,Urban,30-39,189,358,333,73,72,410,326,252,196
C4920,24,10,District-Jamnagar,Urban,40-49,222,324,279,76,44,409,264,204,157
C4920,24,10,District-Jamnagar,Urban,50-59,213,262,245,48,38,375,265,137,95
C4920,24,10,District-Jamnagar,Urban,60-69,219,270,286,35,32,370,314,66,51
C4920,24,10,District-Jamnagar,Urban,70-79,133,198,227,17,12,183,215,21,24
C4920,24,10,District-Jamnagar,Urban,80-89,53,93,127,7,5,71,102,2,11
C4920,24,10,District-Jamnagar,Urban,90+,13,14,51,1,4,13,35,1,4
C4920,24,10,District-Jamnagar,Urban,Age Not Stated,10,12,14,3,0,3,4,3,2
C4920,24,11,District-Porbandar ,Rural,0-4,13,13,3,5,4,9,6,0,10
C4920,24,11,District-Porbandar ,Rural,5-9,16,18,9,19,19,32,20,39,23
C4920,24,11,District-Porbandar ,Rural,10-19,50,32,22,40,31,98,51,118,85
C4920,24,11,District-Porbandar ,Rural,20-29,39,36,28,23,17,181,129,88,64
C4920,24,11,District-Porbandar ,Rural,30-39,38,42,28,14,9,196,118,100,64
C4920,24,11,District-Porbandar ,Rural,40-49,52,55,35,7,8,196,85,89,68
C4920,24,11,District-Porbandar ,Rural,50-59,48,62,55,7,3,127,77,48,42
C4920,24,11,District-Porbandar ,Rural,60-69,69,92,88,6,7,107,90,28,36
C4920,24,11,District-Porbandar ,Rural,70-79,68,95,119,3,2,52,66,4,11
C4920,24,11,District-Porbandar ,Rural,80-89,40,44,73,1,1,34,43,3,10
C4920,24,11,District-Porbandar ,Rural,90+,16,13,40,1,0,9,16,0,2
C4920,24,11,District-Porbandar ,Rural,Age Not Stated,0,0,0,0,1,1,1,3,1
C4920,24,11,District-Porbandar ,Urban,0-4,15,10,12,3,2,10,8,5,10
C4920,24,11,District-Porbandar ,Urban,5-9,14,19,10,18,8,19,12,21,8
C4920,24,11,District-Porbandar ,Urban,10-19,51,47,31,22,16,63,54,63,50
C4920,24,11,District-Porbandar ,Urban,20-29,59,39,39,25,13,143,100,76,57
C4920,24,11,District-Porbandar ,Urban,30-39,54,46,49,20,13,138,87,82,46
C4920,24,11,District-Porbandar ,Urban,40-49,42,35,30,23,15,146,78,76,37
C4920,24,11,District-Porbandar ,Urban,50-59,58,52,48,16,7,113,75,44,30
C4920,24,11,District-Porbandar ,Urban,60-69,67,47,48,6,5,81,74,26,14
C4920,24,11,District-Porbandar ,Urban,70-79,57,29,52,6,7,54,61,8,6
C4920,24,11,District-Porbandar ,Urban,80-89,29,19,26,0,0,15,23,1,5
C4920,24,11,District-Porbandar ,Urban,90+,4,6,10,0,0,4,4,1,0
C4920,24,11,District-Porbandar ,Urban,Age Not Stated,5,1,2,2,2,2,4,58,2
C4920,24,12,District-Junagadh,Rural,0-4,90,71,56,11,10,57,59,20,23
C4920,24,12,District-Junagadh,Rural,5-9,140,131,95,142,94,167,114,203,144
C4920,24,12,District-Junagadh,Rural,10-19,445,275,238,253,179,496,373,584,425
C4920,24,12,District-Junagadh,Rural,20-29,289,242,177,180,115,1083,750,448,327
C4920,24,12,District-Junagadh,Rural,30-39,288,283,192,135,102,1113,684,446,322
C4920,24,12,District-Junagadh,Rural,40-49,326,259,181,104,70,924,421,338,230
C4920,24,12,District-Junagadh,Rural,50-59,306,250,188,79,45,562,308,177,113
C4920,24,12,District-Junagadh,Rural,60-69,348,300,344,43,30,440,323,92,90
C4920,24,12,District-Junagadh,Rural,70-79,241,279,362,24,21,246,267,28,51
C4920,24,12,District-Junagadh,Rural,80-89,105,163,209,2,4,93,114,11,20
C4920,24,12,District-Junagadh,Rural,90+,42,52,94,1,7,40,56,3,10
C4920,24,12,District-Junagadh,Rural,Age Not Stated,7,6,7,2,2,9,2,2,1
C4920,24,12,District-Junagadh,Urban,0-4,51,69,57,9,6,29,30,28,18
C4920,24,12,District-Junagadh,Urban,5-9,92,71,81,42,38,59,55,84,37
C4920,24,12,District-Junagadh,Urban,10-19,292,268,197,124,83,255,158,267,181
C4920,24,12,District-Junagadh,Urban,20-29,194,184,169,84,82,405,257,261,160
C4920,24,12,District-Junagadh,Urban,30-39,179,186,159,69,61,432,311,198,155
C4920,24,12,District-Junagadh,Urban,40-49,208,198,141,58,49,430,253,183,132
C4920,24,12,District-Junagadh,Urban,50-59,201,144,89,46,33,320,192,93,72
C4920,24,12,District-Junagadh,Urban,60-69,176,135,149,28,19,231,182,55,57
C4920,24,12,District-Junagadh,Urban,70-79,107,101,131,12,16,136,138,24,20
C4920,24,12,District-Junagadh,Urban,80-89,33,49,66,2,2,37,61,5,12
C4920,24,12,District-Junagadh,Urban,90+,6,17,35,1,4,17,14,2,2
C4920,24,12,District-Junagadh,Urban,Age Not Stated,5,5,2,1,0,0,1,1,0
C4920,24,13,District-Amreli,Rural,0-4,66,64,53,9,6,58,35,25,13
C4920,24,13,District-Amreli,Rural,5-9,148,80,68,87,67,132,77,144,84
C4920,24,13,District-Amreli,Rural,10-19,359,238,204,212,140,405,320,436,327
C4920,24,13,District-Amreli,Rural,20-29,223,223,160,128,92,765,476,308,167
C4920,24,13,District-Amreli,Rural,30-39,206,184,145,82,64,687,372,245,162
C4920,24,13,District-Amreli,Rural,40-49,235,181,154,83,49,541,279,184,128
C4920,24,13,District-Amreli,Rural,50-59,237,213,168,55,33,344,241,108,78
C4920,24,13,District-Amreli,Rural,60-69,296,243,287,42,27,329,258,50,54
C4920,24,13,District-Amreli,Rural,70-79,270,310,377,26,32,223,218,24,23
C4920,24,13,District-Amreli,Rural,80-89,125,177,230,6,10,83,105,4,11
C4920,24,13,District-Amreli,Rural,90+,43,64,136,3,3,30,49,6,9
C4920,24,13,District-Amreli,Rural,Age Not Stated,11,12,13,1,0,12,8,5,5
C4920,24,13,District-Amreli,Urban,0-4,24,19,23,1,4,25,11,8,7
C4920,24,13,District-Amreli,Urban,5-9,32,33,25,19,17,24,16,35,18
C4920,24,13,District-Amreli,Urban,10-19,87,67,74,46,42,120,92,102,84
C4920,24,13,District-Amreli,Urban,20-29,76,74,68,33,27,245,181,96,62
C4920,24,13,District-Amreli,Urban,30-39,63,90,73,32,22,249,169,121,59
C4920,24,13,District-Amreli,Urban,40-49,57,86,71,21,11,217,128,97,54
C4920,24,13,District-Amreli,Urban,50-59,72,55,49,18,8,147,67,36,35
C4920,24,13,District-Amreli,Urban,60-69,53,62,58,9,4,117,86,9,17
C4920,24,13,District-Amreli,Urban,70-79,46,68,51,8,10,69,65,5,4
C4920,24,13,District-Amreli,Urban,80-89,20,21,42,4,0,22,25,2,2
C4920,24,13,District-Amreli,Urban,90+,3,10,22,2,1,2,9,1,3
C4920,24,13,District-Amreli,Urban,Age Not Stated,2,4,4,0,1,3,1,2,1
