Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,28,10,District-Khammam,Urban,40-49,125,113,126,128,146,114,395,226,102,74
C4920,28,10,District-Khammam,Urban,50-59,117,139,80,99,92,68,407,178,55,44
C4920,28,10,District-Khammam,Urban,60-69,141,197,86,94,54,40,320,184,48,45
C4920,28,10,District-Khammam,Urban,70-79,82,106,55,62,33,24,145,100,7,11
C4920,28,10,District-Khammam,Urban,80-89,39,48,24,24,5,9,44,49,3,9
C4920,28,10,District-Khammam,Urban,90+,9,12,3,9,4,4,13,25,0,1
C4920,28,10,District-Khammam,Urban,Age Not Stated,1,0,3,3,3,1,9,4,1,4
C4920,28,11,District-Srikakulam,Rural,0-4,90,87,86,105,38,42,163,99,46,46
C4920,28,11,District-Srikakulam,Rural,5-9,201,167,180,199,262,198,309,207,298,204
C4920,28,11,District-Srikakulam,Rural,10-19,617,451,486,411,507,428,978,708,598,537
C4920,28,11,District-Srikakulam,Rural,20-29,530,433,400,422,419,406,1751,1130,532,579
C4920,28,11,District-Srikakulam,Rural,30-39,568,440,423,460,335,312,1603,899,370,487
C4920,28,11,District-Srikakulam,Rural,40-49,769,562,535,495,297,224,1751,855,336,332
C4920,28,11,District-Srikakulam,Rural,50-59,760,904,465,550,158,140,1571,939,170,202
C4920,28,11,District-Srikakulam,Rural,60-69,1415,1929,799,823,130,155,1834,1208,130,142
C4920,28,11,District-Srikakulam,Rural,70-79,935,1111,443,447,58,36,857,622,41,46
C4920,28,11,District-Srikakulam,Rural,80-89,259,337,132,127,8,8,147,169,8,13
C4920,28,11,District-Srikakulam,Rural,90+,39,52,27,17,2,3,24,28,1,4
C4920,28,11,District-Srikakulam,Rural,Age Not Stated,11,13,4,7,10,3,12,1,1,4
C4920,28,11,District-Srikakulam,Urban,0-4,28,16,19,11,5,3,21,14,11,6
C4920,28,11,District-Srikakulam,Urban,5-9,40,23,32,21,41,34,50,43,34,35
C4920,28,11,District-Srikakulam,Urban,10-19,113,88,66,62,87,64,186,131,143,113
C4920,28,11,District-Srikakulam,Urban,20-29,136,96,69,73,77,82,293,246,127,88
C4920,28,11,District-Srikakulam,Urban,30-39,118,95,58,70,62,59,340,190,80,76
C4920,28,11,District-Srikakulam,Urban,40-49,127,107,73,71,67,49,360,191,58,59
